Order_id,Order_date,Customer_id,Customer_name,Product,Category,City,Quantity,Unit_price,Payment_method,Discount,Sales_amount,Region,Customer_type,Order_status
ORD0223,18-11-2026,C015,Isha,Vacuum Cleaner,Home Appliances,Mumbai,1,7500,Card,5%,7125,West,Returning,Completed
ORD0224,15-07-2026,C087,Pooja,Smartphone,Electronics,Hyderabad,4,32000,UPI,20%,102400,South,New,Completed
ORD0225,21-10-2026,C038,Aditya,Smartphone,Electronics,Pune,1,32000,Net Banking,20%,25600,West,Returning,Completed
ORD0226,25-09-2026,C019,Kavya,Office Chair,Furniture,Mumbai,4,8500,UPI,0%,34000,West,Returning,Completed
ORD0227,17-08-2026,C030,Pooja,T-Shirt,Clothing,Hyderabad,2,900,Net Banking,5%,1710,South,New,Completed
ORD0228,17-07-2026,C016,Meera,Smartphone,Electronics,Hyderabad,2,32000,Cash,5%,60800,South,New,Completed
ORD0229,18-03-2026,C077,Sneha,Fan,Home Appliances,Mangalore,2,2800,UPI,10%,5040,South,New,Completed
ORD0230,22-10-2026,C063,Divya,Table Lamp,Furniture,Chennai,5,1800,Cash,5%,8550,South,Returning,Completed
ORD0231,11-05-2026,C090,Vikram,T-Shirt,Clothing,Mumbai,3,900,UPI,5%,2565,West,Returning,Completed
ORD0232,11-01-2026,C089,Manoj,Microwave,Home Appliances,Delhi,1,11000,UPI,0%,11000,North,Returning,Completed
ORD0233,12-04-2026,C094,Manoj,Headphones,Electronics,Delhi,5,2500,Net Banking,20%,10000,North,Returning,Cancelled
ORD0234,13-07-2026,C035,Divya,Jacket,Clothing,Delhi,2,3200,Cash,5%,6080,North,Returning,Completed
ORD0235,25-04-2026,C001,Pooja,T-Shirt,Clothing,Mumbai,4,900,Net Banking,20%,2880,West,Returning,Completed
ORD0236,27-03-2026,C071,Aditya,Office Chair,Furniture,Mysore,2,8500,Card,10%,15300,South,Returning,Completed
ORD0237,18-11-2026,C097,Sneha,Vacuum Cleaner,Home Appliances,Delhi,5,7500,UPI,0%,37500,North,New,Completed
ORD0238,16-04-2026,C048,Kiran,Desk,Furniture,Hyderabad,1,12000,Card,0%,12000,South,New,Completed
ORD0239,16-11-2026,C089,Arjun,Bookshelf,Furniture,Mumbai,2,6500,Net Banking,5%,12350,West,Returning,Completed
ORD0240,27-03-2026,C051,Asha,Smartphone,Electronics,Bangalore,1,32000,Card,15%,27200,South,New,Completed
ORD0241,04-04-2026,C055,Isha,Mixer,Home Appliances,Mumbai,5,3500,UPI,5%,16625,West,Returning,Completed
ORD0242,26-04-2026,C058,Nikhil,Jeans,Clothing,Bangalore,1,1800,Net Banking,5%,1710,South,New,Completed
ORD0243,14-02-2026,C066,Suresh,Fan,Home Appliances,Delhi,2,2800,Card,0%,5600,North,New,Completed
ORD0244,16-09-2026,C014,Rahul,Smartphone,Electronics,Mumbai,1,32000,Card,5%,30400,West,Returning,Completed
ORD0245,17-10-2026,C059,Vikram,Smartphone,Electronics,Pune,1,32000,Cash,0%,32000,West,Returning,Completed
ORD0246,13-07-2026,C018,Kiran,Jacket,Clothing,Bangalore,5,3200,Card,0%,16000,South,Returning,Completed
ORD0247,22-02-2026,C034,Vikram,Jacket,Clothing,Chennai,3,3200,Net Banking,15%,8160,South,Returning,Completed
ORD0248,23-07-2026,C015,Vikram,Jeans,Clothing,Pune,1,1800,Card,15%,1530,West,Returning,Completed
ORD0249,16-11-2026,C096,Aditya,Shoes,Clothing,Chennai,4,2800,UPI,0%,11200,South,Returning,Returned
ORD0250,21-05-2026,C059,Nikhil,Mouse,Electronics,Mysore,1,900,UPI,10%,810,South,Returning,Completed
ORD0251,23-06-2026,C024,Priya,Jeans,Clothing,Bangalore,3,1800,UPI,0%,5400,South,New,Completed
ORD0252,14-03-2026,C092,Nikhil,Laptop,Electronics,Mysore,3,55000,Net Banking,0%,165000,South,Returning,Completed
ORD0253,15-10-2026,C050,Asha,Bookshelf,Furniture,Hyderabad,3,6500,Net Banking,20%,15600,South,Returning,Completed
ORD0254,12-10-2026,C085,Amit,Jacket,Clothing,Mumbai,4,3200,Cash,10%,11520,West,New,Completed
ORD0255,25-01-2026,C092,Suresh,Table Lamp,Furniture,Pune,1,1800,UPI,10%,1620,West,Returning,Returned
ORD0256,08-11-2026,C056,Meera,Bookshelf,Furniture,Pune,3,6500,UPI,15%,16575,West,Returning,Cancelled
ORD0257,08-01-2026,C036,Meera,Microwave,Home Appliances,Mangalore,4,11000,Net Banking,0%,44000,South,Returning,Completed
ORD0258,02-05-2026,C080,Aditya,Microwave,Home Appliances,Mysore,5,11000,Net Banking,10%,49500,South,Returning,Completed
ORD0259,05-02-2026,C046,Rahul,Vacuum Cleaner,Home Appliances,Delhi,3,7500,Cash,15%,19125,North,New,Returned
ORD0260,23-11-2026,C038,Meera,Mixer,Home Appliances,Chennai,3,3500,Card,15%,8925,South,Returning,Completed
ORD0261,12-06-2026,C073,Amit,T-Shirt,Clothing,Mysore,2,900,Card,0%,1800,South,New,Completed
ORD0262,06-12-2026,C045,Sneha,Keyboard,Electronics,Chennai,2,1800,Net Banking,10%,3240,South,Returning,Completed
ORD0263,17-04-2026,C077,Meera,Desk,Furniture,Mangalore,4,12000,Card,10%,43200,South,Returning,Completed
ORD0264,01-11-2026,C020,Divya,Fan,Home Appliances,Delhi,1,2800,UPI,10%,2520,North,Returning,Completed
ORD0265,03-11-2026,C028,Pooja,Headphones,Electronics,Mangalore,3,2500,Net Banking,5%,7125,South,Returning,Completed
ORD0266,30-11-2026,C094,Manoj,Table Lamp,Furniture,Mysore,1,1800,Cash,15%,1530,South,Returning,Completed
ORD0267,17-05-2026,C019,Sneha,Headphones,Electronics,Bangalore,3,2500,Card,10%,6750,South,Returning,Completed
ORD0268,19-03-2026,C040,Vikram,T-Shirt,Clothing,Pune,2,900,Card,10%,1620,West,Returning,Completed
ORD0269,29-06-2026,C019,Amit,Microwave,Home Appliances,Mumbai,4,11000,Cash,5%,41800,West,New,Completed
ORD0270,19-02-2026,C040,Kavya,Office Chair,Furniture,Mumbai,4,8500,Card,0%,34000,West,Returning,Completed
ORD0271,09-05-2026,C055,Asha,Smartphone,Electronics,Bangalore,4,32000,Net Banking,10%,115200,South,New,Completed
ORD0272,16-07-2026,C005,Ananya,Keyboard,Electronics,Mangalore,1,1800,Cash,20%,1440,South,Returning,Completed
ORD0273,05-09-2026,C074,Sneha,T-Shirt,Clothing,Mumbai,4,900,UPI,15%,3060,West,Returning,Completed
ORD0274,10-08-2026,C025,Amit,Smartphone,Electronics,Delhi,5,32000,Card,10%,144000,North,Returning,Completed
ORD0275,10-12-2026,C067,Vikram,Vacuum Cleaner,Home Appliances,Bangalore,5,7500,Cash,20%,30000,South,New,Completed
ORD0276,13-09-2026,C098,Rohan,Mixer,Home Appliances,Pune,3,3500,UPI,5%,9975,West,Returning,Completed
ORD0277,16-11-2026,C021,Rahul,Laptop,Electronics,Chennai,1,55000,Card,10%,49500,South,New,Completed
ORD0278,08-02-2026,C097,Vikram,T-Shirt,Clothing,Chennai,5,900,Cash,0%,4500,South,Returning,Completed
ORD0279,23-05-2026,C028,Asha,Microwave,Home Appliances,Mumbai,4,11000,Cash,10%,39600,West,Returning,Completed
ORD0280,06-02-2026,C002,Suresh,Microwave,Home Appliances,Mysore,4,11000,UPI,20%,35200,South,Returning,Completed
ORD0281,11-03-2026,C091,Pooja,T-Shirt,Clothing,Bangalore,5,900,UPI,15%,3825,South,Returning,Completed
ORD0282,16-01-2026,C097,Ananya,Headphones,Electronics,Pune,5,2500,UPI,15%,10625,West,Returning,Completed
ORD0283,25-04-2026,C075,Amit,Keyboard,Electronics,Mumbai,5,1800,UPI,0%,9000,West,New,Cancelled
ORD0284,01-01-2026,C034,Kavya,Headphones,Electronics,Mumbai,2,2500,Net Banking,0%,5000,West,Returning,Completed
ORD0285,31-08-2026,C087,Isha,Smartphone,Electronics,Bangalore,5,32000,Net Banking,10%,144000,South,Returning,Completed
ORD0286,26-01-2026,C084,Neha,Keyboard,Electronics,Chennai,2,1800,Net Banking,0%,3600,South,Returning,Completed
ORD0287,07-08-2026,C065,Rahul,Laptop,Electronics,Bangalore,4,55000,Card,5%,209000,South,Returning,Completed
ORD0288,20-11-2026,C025,Isha,Mouse,Electronics,Pune,5,900,Card,0%,4500,West,Returning,Completed
ORD0289,19-11-2026,C064,Asha,Office Chair,Furniture,Mangalore,1,8500,UPI,10%,7650,South,Returning,Completed
ORD0290,14-01-2026,C070,Rahul,Microwave,Home Appliances,Mumbai,2,11000,UPI,15%,18700,West,Returning,Completed
ORD0291,27-07-2026,C027,Ananya,Mouse,Electronics,Chennai,5,900,Card,15%,3825,South,New,Completed
ORD0292,10-06-2026,C080,Asha,Jeans,Clothing,Pune,4,1800,UPI,15%,6120,West,Returning,Completed
ORD0293,16-08-2026,C099,Divya,Desk,Furniture,Mysore,4,12000,Net Banking,5%,45600,South,New,Completed
ORD0294,13-03-2026,C055,Vikram,Jeans,Clothing,Mangalore,4,1800,Cash,0%,7200,South,New,Completed
ORD0295,01-07-2026,C042,Pooja,Jacket,Clothing,Bangalore,4,3200,Net Banking,0%,12800,South,Returning,Cancelled
ORD0296,23-11-2026,C058,Ananya,Shoes,Clothing,Hyderabad,1,2800,Net Banking,15%,2380,South,Returning,Completed
ORD0297,04-07-2026,C031,Asha,Microwave,Home Appliances,Chennai,4,11000,UPI,10%,39600,South,New,Cancelled
ORD0298,25-05-2026,C047,Neha,Keyboard,Electronics,Hyderabad,2,1800,UPI,10%,3240,South,Returning,Completed
ORD0299,16-01-2026,C100,Manoj,Office Chair,Furniture,Delhi,5,8500,UPI,0%,42500,North,Returning,Completed
ORD0300,27-01-2026,C047,Divya,Laptop,Electronics,Chennai,3,55000,Net Banking,0%,165000,South,New,Completed
ORD0301,24-06-2026,C050,Isha,Vacuum Cleaner,Home Appliances,Hyderabad,3,7500,Card,20%,18000,South,Returning,Completed
ORD0302,03-12-2026,C097,Isha,Microwave,Home Appliances,Delhi,2,11000,Net Banking,0%,22000,North,Returning,Completed
ORD0303,10-02-2026,C004,Manoj,Laptop,Electronics,Pune,2,55000,UPI,20%,88000,West,New,Completed
ORD0304,22-09-2026,C085,Asha,Table Lamp,Furniture,Pune,2,1800,Cash,0%,3600,West,Returning,Completed
ORD0305,14-08-2026,C038,Meera,Keyboard,Electronics,Bangalore,3,1800,Card,20%,4320,South,Returning,Completed
ORD0306,07-01-2026,C095,Neha,Jeans,Clothing,Delhi,1,1800,Net Banking,0%,1800,North,Returning,Completed
ORD0307,24-03-2026,C034,Kavya,Shoes,Clothing,Hyderabad,1,2800,Cash,10%,2520,South,New,Completed
ORD0308,15-08-2026,C010,Rahul,Jeans,Clothing,Mysore,1,1800,Cash,5%,1710,South,New,Completed
ORD0309,12-01-2026,C042,Manoj,Table Lamp,Furniture,Mysore,4,1800,Cash,20%,5760,South,Returning,Completed
ORD0310,26-08-2026,C025,Manoj,Laptop,Electronics,Mangalore,1,55000,Cash,20%,44000,South,Returning,Completed
ORD0311,28-10-2026,C016,Arjun,Vacuum Cleaner,Home Appliances,Bangalore,3,7500,Cash,20%,18000,South,Returning,Completed
ORD0312,08-06-2026,C080,Meera,Table Lamp,Furniture,Hyderabad,5,1800,Cash,15%,7650,South,Returning,Completed
ORD0313,16-04-2026,C051,Sneha,Shoes,Clothing,Bangalore,5,2800,Cash,5%,13300,South,New,Cancelled
ORD0314,15-06-2026,C047,Asha,Bookshelf,Furniture,Pune,4,6500,Net Banking,0%,26000,West,Returning,Cancelled
ORD0315,14-02-2026,C008,Aditya,Vacuum Cleaner,Home Appliances,Bangalore,3,7500,Cash,20%,18000,South,Returning,Completed
ORD0316,09-08-2026,C054,Sneha,Keyboard,Electronics,Hyderabad,3,1800,Cash,5%,5130,South,New,Completed
ORD0317,20-01-2026,C060,Arjun,Shoes,Clothing,Mangalore,4,2800,Card,10%,10080,South,New,Completed
ORD0318,19-01-2026,C046,Aditya,Fan,Home Appliances,Delhi,1,2800,UPI,20%,2240,North,Returning,Cancelled
ORD0319,06-02-2026,C066,Nikhil,Microwave,Home Appliances,Mangalore,4,11000,Cash,15%,37400,South,Returning,Completed
ORD0320,06-12-2026,C007,Aditya,Jacket,Clothing,Hyderabad,5,3200,UPI,10%,14400,South,New,Completed
ORD0321,21-11-2026,C095,Asha,Shoes,Clothing,Hyderabad,3,2800,Net Banking,20%,6720,South,Returning,Completed
ORD0322,04-08-2026,C023,Priya,Table Lamp,Furniture,Chennai,2,1800,UPI,0%,3600,South,New,Completed
ORD0323,20-02-2026,C017,Arjun,Fan,Home Appliances,Pune,4,2800,Net Banking,20%,8960,West,New,Completed
ORD0324,10-06-2026,C028,Kiran,T-Shirt,Clothing,Pune,1,900,Card,5%,855,West,Returning,Completed
ORD0325,14-11-2026,C078,Vikram,Smartphone,Electronics,Mumbai,3,32000,Card,0%,96000,West,Returning,Completed
ORD0326,31-10-2026,C050,Kavya,Microwave,Home Appliances,Pune,4,11000,Net Banking,15%,37400,West,New,Cancelled
ORD0327,27-06-2026,C078,Vikram,Keyboard,Electronics,Delhi,2,1800,Net Banking,10%,3240,North,New,Completed
ORD0328,20-03-2026,C011,Neha,Smartphone,Electronics,Hyderabad,3,32000,Cash,20%,76800,South,Returning,Completed
ORD0329,07-12-2026,C022,Pooja,Desk,Furniture,Chennai,1,12000,Cash,15%,10200,South,New,Completed
ORD0330,19-05-2026,C016,Arjun,Desk,Furniture,Pune,3,12000,UPI,5%,34200,West,Returning,Completed
ORD0331,23-04-2026,C074,Nikhil,Microwave,Home Appliances,Bangalore,1,11000,Card,20%,8800,South,Returning,Completed
ORD0332,11-05-2026,C038,Kavya,Laptop,Electronics,Mysore,1,55000,Net Banking,5%,52250,South,New,Completed
ORD0333,24-06-2026,C002,Nikhil,Smartphone,Electronics,Mysore,4,32000,Card,5%,121600,South,New,Completed
ORD0334,08-10-2026,C027,Nikhil,Shoes,Clothing,Delhi,1,2800,Cash,5%,2660,North,New,Completed
ORD0335,25-09-2026,C086,Pooja,T-Shirt,Clothing,Mysore,4,900,Net Banking,20%,2880,South,Returning,Completed
ORD0336,06-05-2026,C088,Priya,Fan,Home Appliances,Mysore,3,2800,Net Banking,10%,7560,South,New,Completed
ORD0337,31-01-2026,C025,Priya,Mouse,Electronics,Mysore,2,900,UPI,20%,1440,South,Returning,Completed
ORD0338,24-05-2026,C098,Arjun,T-Shirt,Clothing,Chennai,2,900,Net Banking,5%,1710,South,Returning,Completed
ORD0339,08-07-2026,C011,Manoj,Vacuum Cleaner,Home Appliances,Delhi,3,7500,Net Banking,5%,21375,North,New,Returned
ORD0340,04-06-2026,C076,Amit,Keyboard,Electronics,Chennai,5,1800,UPI,20%,7200,South,New,Completed
ORD0341,07-03-2026,C011,Arjun,Laptop,Electronics,Hyderabad,3,55000,Net Banking,10%,148500,South,Returning,Completed
ORD0342,16-11-2026,C040,Aditya,Jacket,Clothing,Hyderabad,4,3200,Cash,15%,10880,South,Returning,Completed
ORD0343,13-01-2026,C061,Kiran,Mouse,Electronics,Mumbai,1,900,Net Banking,5%,855,West,New,Completed
ORD0344,05-07-2026,C053,Pooja,Mouse,Electronics,Delhi,2,900,UPI,10%,1620,North,Returning,Completed
ORD0345,11-03-2026,C062,Suresh,Desk,Furniture,Pune,4,12000,Net Banking,5%,45600,West,Returning,Returned
ORD0346,27-05-2026,C064,Arjun,Mixer,Home Appliances,Mumbai,3,3500,UPI,0%,10500,West,Returning,Completed
ORD0347,09-04-2026,C092,Priya,Mouse,Electronics,Mangalore,4,900,Card,10%,3240,South,Returning,Completed
ORD0348,04-04-2026,C008,Kavya,Bookshelf,Furniture,Delhi,1,6500,UPI,0%,6500,North,Returning,Completed
ORD0349,30-06-2026,C090,Kiran,Office Chair,Furniture,Hyderabad,4,8500,Card,10%,30600,South,New,Completed
ORD0350,01-09-2026,C002,Sneha,Jeans,Clothing,Mysore,2,1800,Net Banking,15%,3060,South,New,Completed
ORD0351,14-05-2026,C074,Priya,T-Shirt,Clothing,Delhi,4,900,Cash,5%,3420,North,New,Completed
ORD0352,30-06-2026,C060,Pooja,Jeans,Clothing,Mysore,2,1800,Cash,10%,3240,South,New,Completed
ORD0353,30-05-2026,C012,Arjun,Jacket,Clothing,Delhi,2,3200,Cash,0%,6400,North,Returning,Returned
ORD0354,06-10-2026,C029,Kavya,Mouse,Electronics,Delhi,2,900,Cash,15%,1530,North,Returning,Completed
ORD0355,20-07-2026,C094,Priya,Fan,Home Appliances,Mysore,4,2800,Card,0%,11200,South,New,Completed
ORD0356,29-03-2026,C022,Kavya,Desk,Furniture,Delhi,5,12000,Card,20%,48000,North,Returning,Completed
ORD0357,07-01-2026,C001,Sneha,Microwave,Home Appliances,Pune,1,11000,Card,15%,9350,West,New,Completed
ORD0358,24-01-2026,C027,Asha,Jeans,Clothing,Pune,2,1800,UPI,10%,3240,West,Returning,Completed
ORD0359,13-04-2026,C011,Kiran,Jacket,Clothing,Chennai,3,3200,Cash,5%,9120,South,Returning,Completed
ORD0360,12-01-2026,C018,Kavya,Mixer,Home Appliances,Mumbai,5,3500,UPI,0%,17500,West,Returning,Completed
ORD0361,06-12-2026,C087,Rohan,Microwave,Home Appliances,Hyderabad,4,11000,UPI,15%,37400,South,Returning,Completed
ORD0362,21-10-2026,C056,Rohan,Headphones,Electronics,Mumbai,4,2500,Cash,5%,9500,West,Returning,Completed
ORD0363,13-01-2026,C066,Ananya,Office Chair,Furniture,Chennai,2,8500,UPI,5%,16150,South,New,Completed
ORD0364,16-08-2026,C096,Isha,Table Lamp,Furniture,Pune,3,1800,UPI,5%,5130,West,Returning,Completed
ORD0365,04-10-2026,C031,Arjun,Bookshelf,Furniture,Mumbai,3,6500,Cash,20%,15600,West,Returning,Completed
ORD0366,20-11-2026,C089,Sneha,Fan,Home Appliances,Bangalore,1,2800,Net Banking,15%,2380,South,New,Returned
ORD0367,30-03-2026,C053,Sneha,Vacuum Cleaner,Home Appliances,Chennai,2,7500,UPI,0%,15000,South,Returning,Completed
ORD0368,04-01-2026,C075,Priya,T-Shirt,Clothing,Mangalore,4,900,Cash,20%,2880,South,New,Completed
ORD0369,18-12-2026,C026,Aditya,Jacket,Clothing,Hyderabad,4,3200,Net Banking,15%,10880,South,Returning,Completed
ORD0370,26-01-2026,C065,Asha,Headphones,Electronics,Delhi,4,2500,Net Banking,0%,10000,North,Returning,Returned
ORD0371,27-02-2026,C046,Manoj,Keyboard,Electronics,Pune,3,1800,UPI,15%,4590,West,Returning,Completed
ORD0372,10-10-2026,C091,Rahul,Headphones,Electronics,Delhi,5,2500,Card,20%,10000,North,Returning,Completed
ORD0373,18-05-2026,C051,Amit,Headphones,Electronics,Mumbai,2,2500,Net Banking,15%,4250,West,New,Completed
ORD0374,02-03-2026,C036,Sneha,Vacuum Cleaner,Home Appliances,Delhi,2,7500,UPI,20%,12000,North,Returning,Completed
ORD0375,16-03-2026,C017,Nikhil,Jacket,Clothing,Mangalore,2,3200,UPI,5%,6080,South,Returning,Completed
ORD0376,10-04-2026,C081,Aditya,Microwave,Home Appliances,Pune,2,11000,UPI,0%,22000,West,Returning,Completed
ORD0377,18-05-2026,C063,Divya,Table Lamp,Furniture,Hyderabad,5,1800,UPI,15%,7650,South,Returning,Completed
ORD0378,22-08-2026,C015,Sneha,Headphones,Electronics,Chennai,1,2500,Card,10%,2250,South,Returning,Completed
ORD0379,20-01-2026,C074,Neha,Vacuum Cleaner,Home Appliances,Bangalore,3,7500,Net Banking,0%,22500,South,New,Cancelled
ORD0380,17-03-2026,C042,Asha,T-Shirt,Clothing,Mysore,5,900,Cash,0%,4500,South,New,Completed
ORD0381,27-06-2026,C078,Kavya,Office Chair,Furniture,Delhi,5,8500,UPI,10%,38250,North,Returning,Completed
ORD0382,16-03-2026,C048,Aditya,Shoes,Clothing,Mumbai,5,2800,UPI,15%,11900,West,Returning,Completed
ORD0383,09-04-2026,C074,Ananya,Table Lamp,Furniture,Chennai,3,1800,Card,5%,5130,South,Returning,Completed
ORD0384,31-05-2026,C048,Meera,Headphones,Electronics,Bangalore,2,2500,Card,5%,4750,South,Returning,Completed
ORD0385,26-01-2026,C024,Amit,T-Shirt,Clothing,Bangalore,1,900,Cash,0%,900,South,Returning,Completed
ORD0386,10-12-2026,C027,Aditya,Vacuum Cleaner,Home Appliances,Mysore,1,7500,UPI,0%,7500,South,Returning,Completed
ORD0387,06-03-2026,C005,Meera,Bookshelf,Furniture,Mangalore,3,6500,Net Banking,10%,17550,South,New,Completed
ORD0388,03-05-2026,C053,Isha,Keyboard,Electronics,Pune,3,1800,Net Banking,20%,4320,West,Returning,Completed
ORD0389,03-02-2026,C049,Kavya,Microwave,Home Appliances,Mumbai,3,11000,Card,5%,31350,West,New,Completed
ORD0390,19-04-2026,C067,Asha,Mixer,Home Appliances,Pune,4,3500,Cash,0%,14000,West,New,Completed
ORD0391,31-03-2026,C040,Kavya,Desk,Furniture,Delhi,3,12000,UPI,5%,34200,North,Returning,Completed
ORD0392,12-01-2026,C009,Kiran,Mixer,Home Appliances,Chennai,4,3500,Cash,0%,14000,South,Returning,Returned
ORD0393,31-01-2026,C072,Asha,T-Shirt,Clothing,Mumbai,1,900,Net Banking,20%,720,West,Returning,Returned
ORD0394,31-05-2026,C020,Divya,Mixer,Home Appliances,Pune,2,3500,Net Banking,15%,5950,West,Returning,Completed
ORD0395,24-10-2026,C001,Rohan,Shoes,Clothing,Mumbai,1,2800,UPI,20%,2240,West,Returning,Completed
ORD0396,19-06-2026,C024,Sneha,Headphones,Electronics,Mangalore,4,2500,Card,20%,8000,South,New,Completed
ORD0397,21-05-2026,C046,Asha,Shoes,Clothing,Hyderabad,4,2800,Cash,15%,9520,South,Returning,Completed
ORD0398,03-11-2026,C023,Suresh,Mixer,Home Appliances,Hyderabad,1,3500,Net Banking,0%,3500,South,Returning,Completed
ORD0399,16-05-2026,C068,Ananya,Table Lamp,Furniture,Mysore,5,1800,UPI,5%,8550,South,New,Completed
ORD0400,08-07-2026,C042,Ananya,Vacuum Cleaner,Home Appliances,Pune,4,7500,UPI,5%,28500,West,New,Completed
ORD0401,24-06-2026,C080,Pooja,Keyboard,Electronics,Pune,3,1800,UPI,15%,4590,West,Returning,Completed
ORD0402,29-09-2026,C005,Rohan,Table Lamp,Furniture,Delhi,1,1800,Net Banking,0%,1800,North,Returning,Completed
ORD0403,31-05-2026,C089,Ananya,Laptop,Electronics,Mumbai,2,55000,Net Banking,15%,93500,West,New,Completed
ORD0404,06-12-2026,C081,Ananya,Desk,Furniture,Chennai,1,12000,UPI,10%,10800,South,Returning,Completed
ORD0405,08-04-2026,C085,Asha,Headphones,Electronics,Mysore,5,2500,Card,5%,11875,South,Returning,Completed
ORD0406,26-04-2026,C011,Meera,Bookshelf,Furniture,Mysore,3,6500,Cash,5%,18525,South,Returning,Completed
ORD0407,08-12-2026,C100,Aditya,Jeans,Clothing,Mumbai,1,1800,Card,5%,1710,West,New,Completed
ORD0408,05-10-2026,C085,Asha,Jacket,Clothing,Hyderabad,2,3200,Card,5%,6080,South,Returning,Completed
ORD0409,11-05-2026,C075,Neha,Laptop,Electronics,Mumbai,5,55000,Net Banking,10%,247500,West,Returning,Completed
ORD0410,12-08-2026,C096,Kavya,Desk,Furniture,Mysore,1,12000,Cash,0%,12000,South,Returning,Completed
ORD0411,29-10-2026,C019,Priya,Desk,Furniture,Mysore,3,12000,UPI,5%,34200,South,Returning,Completed
ORD0412,02-03-2026,C035,Amit,Jeans,Clothing,Pune,3,1800,Card,15%,4590,West,New,Completed
ORD0413,11-10-2026,C018,Rohan,Desk,Furniture,Mysore,4,12000,Cash,20%,38400,South,New,Completed
ORD0414,16-11-2026,C099,Suresh,Desk,Furniture,Pune,2,12000,Card,10%,21600,West,Returning,Completed
ORD0415,19-08-2026,C100,Suresh,Headphones,Electronics,Delhi,2,2500,Cash,5%,4750,North,Returning,Completed
ORD0416,02-01-2026,C044,Aditya,Desk,Furniture,Mangalore,5,12000,Cash,15%,51000,South,Returning,Completed
ORD0417,25-06-2026,C053,Neha,Laptop,Electronics,Delhi,4,55000,Cash,5%,209000,North,Returning,Completed
ORD0418,30-11-2026,C001,Aditya,Keyboard,Electronics,Mysore,4,1800,Card,0%,7200,South,Returning,Completed
ORD0419,09-07-2026,C085,Meera,Shoes,Clothing,Bangalore,4,2800,Net Banking,15%,9520,South,New,Completed
ORD0420,16-08-2026,C069,Arjun,T-Shirt,Clothing,Mumbai,3,900,Net Banking,5%,2565,West,New,Completed
ORD0421,13-01-2026,C018,Rahul,Desk,Furniture,Chennai,1,12000,Net Banking,15%,10200,South,Returning,Completed
ORD0422,03-11-2026,C078,Asha,Microwave,Home Appliances,Chennai,2,11000,UPI,5%,20900,South,New,Completed
ORD0423,25-06-2026,C069,Neha,Laptop,Electronics,Pune,2,55000,UPI,5%,104500,West,New,Completed
ORD0424,31-12-2026,C063,Rahul,Microwave,Home Appliances,Pune,2,11000,UPI,10%,19800,West,Returning,Completed
ORD0425,03-11-2026,C100,Pooja,Office Chair,Furniture,Bangalore,4,8500,Card,10%,30600,South,Returning,Completed
ORD0426,06-10-2026,C006,Meera,Mixer,Home Appliances,Chennai,3,3500,Net Banking,20%,8400,South,Returning,Completed
ORD0427,17-05-2026,C031,Ananya,Laptop,Electronics,Mumbai,3,55000,UPI,20%,132000,West,Returning,Completed
ORD0428,27-10-2026,C034,Amit,Mixer,Home Appliances,Bangalore,2,3500,Cash,15%,5950,South,New,Cancelled
ORD0429,25-01-2026,C058,Divya,Fan,Home Appliances,Mysore,1,2800,Card,20%,2240,South,Returning,Completed
ORD0430,07-05-2026,C008,Aditya,Office Chair,Furniture,Pune,1,8500,Cash,15%,7225,West,Returning,Completed
ORD0431,05-06-2026,C076,Rahul,Desk,Furniture,Chennai,5,12000,Cash,20%,48000,South,New,Completed
ORD0432,20-02-2026,C069,Nikhil,Jacket,Clothing,Chennai,4,3200,UPI,0%,12800,South,New,Completed
ORD0433,29-06-2026,C001,Aditya,Bookshelf,Furniture,Mumbai,3,6500,Card,10%,17550,West,New,Completed
ORD0434,19-02-2026,C055,Vikram,Headphones,Electronics,Mysore,2,2500,Cash,20%,4000,South,New,Completed
ORD0435,30-05-2026,C068,Kavya,Smartphone,Electronics,Hyderabad,4,32000,Net Banking,15%,108800,South,Returning,Completed
ORD0436,05-04-2026,C053,Kavya,Bookshelf,Furniture,Mumbai,5,6500,Card,20%,26000,West,Returning,Cancelled
ORD0437,23-12-2026,C081,Arjun,T-Shirt,Clothing,Mumbai,2,900,Card,0%,1800,West,Returning,Completed
ORD0438,02-03-2026,C092,Asha,Office Chair,Furniture,Bangalore,5,8500,Cash,10%,38250,South,New,Completed
ORD0439,24-06-2026,C050,Manoj,Laptop,Electronics,Hyderabad,2,55000,Card,20%,88000,South,Returning,Completed
ORD0440,25-05-2026,C029,Meera,Smartphone,Electronics,Mumbai,4,32000,UPI,20%,102400,West,Returning,Completed
ORD0441,20-04-2026,C025,Divya,Jeans,Clothing,Mysore,3,1800,Card,15%,4590,South,New,Completed
ORD0442,20-05-2026,C093,Suresh,Table Lamp,Furniture,Bangalore,1,1800,Card,0%,1800,South,New,Completed
ORD0443,09-04-2026,C051,Amit,Desk,Furniture,Chennai,4,12000,Cash,0%,48000,South,Returning,Completed
ORD0444,12-03-2026,C050,Arjun,Headphones,Electronics,Mysore,5,2500,UPI,5%,11875,South,New,Completed
ORD0445,14-10-2026,C002,Nikhil,Desk,Furniture,Mangalore,4,12000,Card,15%,40800,South,Returning,Completed
ORD0446,11-07-2026,C099,Neha,T-Shirt,Clothing,Chennai,3,900,Card,20%,2160,South,New,Cancelled
ORD0447,25-01-2026,C027,Manoj,Keyboard,Electronics,Delhi,1,1800,Cash,10%,1620,North,New,Completed
